title,link,subtitle,price,area,property_details,city,location,first_image_url
3 BHK Flat for rent in Sector 137,https://housing.com/rent/16879509-1592-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,45000,1592 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/359aea4e817d3850e6a7585932dccd8a/v0/large/3_bhk_apartment-for-rent-sector_137-Noida-hall.jpg
3 BHK Flat for rent in Sector 137,https://housing.com/rent/16879573-1285-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,42000,1285 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/286cdc6399872a98f904ed55294b4cdf/v0/large/3_bhk_apartment-for-rent-sector_137-Noida-hall.jpg
2.5 BHK Flat for rent in Sector 137,https://housing.com/rent/16879715-1418-sqft-2.5-bhk-apartment-on-rent-in-sector-137-noida,Logix Blossom County,32000,1418 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/2fd29b2254b47e9b9690a0656fc6c01c/v0/large/2.5_bhk_apartment-for-rent-sector_137-Noida-hall.jpg
2 BHK Flat for rent in Sector 70,https://housing.com/rent/16837411-884-sqft-2-bhk-apartment-on-rent-in-sector-70-noida,Amrapali Pan Oasis,35000,884 sq.ft,Fully furnished,Noida,Sector 70,https://housing-images.n7net.in/01c16c28/459a23f29ecd472b17ba054a6b3507e3/v0/large/2_bhk_apartment-for-rent-sector_70-Noida-bedroom.jpg
2.5 BHK Flat for rent in Sector 70,https://housing.com/rent/16837682-996-sqft-2.5-bhk-apartment-on-rent-in-sector-70-noida,Amrapali Pan Oasis,35600,996 sq.ft,Fully furnished,Noida,Sector 70,https://housing-images.n7net.in/01c16c28/4d8462841addf7c6641013ac24842a25/v0/large/2.5_bhk_apartment-for-rent-sector_70-Noida-bedroom.jpg
3 BHK Flat for rent in Sector 150,https://housing.com/rent/16837956-2300-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,ATS Pristine,50000,2300 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/635599c6894c8227aa984639d06158ee/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-balcony.jpg
4 BHK Flat for rent in Sector 150,https://housing.com/rent/16838146-3200-sqft-4-bhk-apartment-on-rent-in-sector-150-noida,ATS Le Grandiose,55000,3200 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/581cdb2cae39ee9676d0e80cbf734ade/v0/large/4_bhk_apartment-for-rent-sector_150-Noida-balcony.jpg
4 BHK Flat for rent in Sector 150,https://housing.com/rent/16838235-3200-sqft-4-bhk-apartment-on-rent-in-sector-150-noida,ATS Pristine,65000,3200 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/46cf1db74b6fc4a7248bded75222c649/v0/large/4_bhk_apartment-for-rent-sector_150-Noida-balcony.jpg
2 BHK Flat for rent in Sector 70,https://housing.com/rent/16837575-884-sqft-2-bhk-apartment-on-rent-in-sector-70-noida,Amrapali Pan Oasis,35500,884 sq.ft,Fully furnished,Noida,Sector 70,https://housing-images.n7net.in/01c16c28/459a23f29ecd472b17ba054a6b3507e3/v0/large/2_bhk_apartment-for-rent-sector_70-Noida-bedroom.jpg
3 BHK Flat for rent in Sector 150,https://housing.com/rent/16837862-2300-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,ATS Le Grandiose,45000,2300 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/581cdb2cae39ee9676d0e80cbf734ade/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-balcony.jpg
2 BHK Flat for rent in Sector 137,https://housing.com/rent/16879459-925-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,23000,925 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/4a4a84f67e3240d37815f09d2167c160/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-hall.jpg
3 BHK Flat for rent in Sector 137,https://housing.com/rent/16879642-1660-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,30000,1660 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/d53364746dfb81ff480c50e703a57435/v1/large/3_bhk_apartment-for-rent-sector_137-Noida-hall.jpg
3 BHK Flat for rent in Sector 137,https://housing.com/rent/16879837-1654-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Logix Blossom County,40000,1654 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/858c02f62fb0f67e2f116a2156633d4f/v0/large/3_bhk_apartment-for-rent-sector_137-Noida-hall.jpg
2 BHK Flat for rent in Sector 137,https://housing.com/rent/16879919-1202-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Logix Blossom County,37000,1202 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/419ec27f3a9e27b072aa3b41282cac61/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-hall.jpg
2 BHK Independent Builder Floor for rent in Sector 122,https://housing.com/rent/11710979-1700-sqft-2-bhk-independent-floor-on-rent-in-sector-122-noida,Not Found,22000,1700 sq.ft,Semi furnished,Noida,Sector 122,https://housing-images.n7net.in/01c16c28/08460dc53f1eaa397c85daf6b0ca8b8e/v0/large/2_bhk_independent_builder_floor-for-rent-sector_122-Noida-hall.jpg
2 BHK Flat for rent in Sector 137,https://housing.com/rent/15998030-825-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,21000,825 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/033c79bc521bca9b42e307058028433a/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-hall.jpg
2 BHK Flat for rent in Sector 137,https://housing.com/rent/15940823-825-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,21000,825 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/4d39b63e6f29fa8806f61fc90dfd4ec9/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-hall.jpg
3.5 BHK Flat for rent in Sector 100,https://housing.com/rent/16813555-1780-sqft-3.5-bhk-apartment-on-rent-in-sector-100-noida,The 3C Lotus Boulevard,55000,1780 sq.ft,Fully furnished,Noida,Sector 100,https://img.youtube.com/vi/sssJci-MAu0/hqdefault.jpg
4 BHK Flat for rent in Sector 144,https://housing.com/rent/16823310-4800-sqft-4-bhk-apartment-on-rent-in-sector-144-noida,Gulshan Dynasty,200000,4800 sq.ft,Semi furnished,Noida,Sector 144,https://housing-images.n7net.in/01c16c28/8aeae103ad3c4ce4bd16a4667e43bce8/v0/large/4_bhk_apartment-for-rent-sector_144-Noida-living_room.jpg
3 BHK Flat for rent in Sector 150,https://housing.com/rent/16823509-1575-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,Tata Eureka Park,27000,1575 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/c0c32800ae8550d5954d4e42cceddecb/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-bathroom.jpg
2.5 BHK Flat for rent in Sector 100,https://housing.com/rent/16805597-1398-sqft-2.5-bhk-apartment-on-rent-in-sector-100-noida,The 3C Lotus Boulevard,36000,1398 sq.ft,Semi furnished,Noida,Sector 100,https://img.youtube.com/vi/sssJci-MAu0/hqdefault.jpg
3.5 BHK Flat for rent in Sector 168,https://housing.com/rent/16275357-2275-sqft-3.5-bhk-apartment-on-rent-in-sector-168-noida,Sunworld Arista,40000,2275 sq.ft,Semi furnished,Noida,Sector 168,https://housing-images.n7net.in/01c16c28/394115289e3a8e273ac2cc20e55624f0/v0/large/3.5_bhk_apartment-for-rent-sector_168-Noida-hall.jpg
2 BHK Flat for rent in Sector 70,https://housing.com/rent/16362306-1041-sqft-2-bhk-apartment-on-rent-in-sector-70-noida,Amrapali Pan Oasis,35500,1041 sq.ft,Fully furnished,Noida,Sector 70,https://housing-images.n7net.in/01c16c28/15a56e8166e1ac19513c6df17a9b4195/v0/large/2_bhk_apartment-for-rent-sector_70-Noida-living_room.jpg
3 BHK Flat for rent in Sector 150,https://housing.com/rent/16811811-1285-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,Tata Value Homes Phase 2,45000,1285 sq.ft,Fully furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/0e902f390adc0f66ad73a9d24fe0d836/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-bedroom.jpg
3 BHK Flat for rent in Sector 128,https://housing.com/rent/16806916-2537-sqft-3-bhk-apartment-on-rent-in-sector-128-noida,Jaypee The Imperial Court,75000,2537 sq.ft,Semi furnished,Noida,Sector 128,https://housing-images.n7net.in/01c16c28/0340936a382f1fc10d256b6c681d9d3e/v0/large/3_bhk_apartment-for-rent-sector_128-Asagarpur+Jagir-hall.jpg
3 BHK Flat for rent in Sector 150,https://housing.com/rent/16729577-2190-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,ACE Group Parkway,50000,2190 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/0c161e0cd1421f5b8811d87976555860/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-hall.jpg
3 BHK Flat for rent in Sector 110,https://housing.com/rent/16353394-1528-sqft-3-bhk-apartment-on-rent-in-sector-110-noida,The 3C Lotus Panache,30000,1528 sq.ft,Semi furnished,Noida,Sector 110,https://housing-images.n7net.in/01c16c28/1fb1c5a305149fa0f369cb8a443b7919/v0/large/3_bhk_apartment-for-rent-sector_110-Noida-hall.jpg
2.5 BHK Flat for rent in Sector 110,https://housing.com/rent/16353908-1528-sqft-2.5-bhk-apartment-on-rent-in-sector-110-noida,The 3C Lotus Panache,30000,1528 sq.ft,Semi furnished,Noida,Sector 110,https://housing-images.n7net.in/01c16c28/1fb1c5a305149fa0f369cb8a443b7919/v0/large/2.5_bhk_apartment-for-rent-sector_110-Noida-hall.jpg
3.5 BHK Flat for rent in Sector 100,https://housing.com/rent/16786847-1780-sqft-3.5-bhk-apartment-on-rent-in-sector-100-noida,The 3C Lotus Boulevard,46000,1780 sq.ft,Semi furnished,Noida,Sector 100,https://img.youtube.com/vi/sssJci-MAu0/hqdefault.jpg
3 BHK Flat for rent in Sector 150,https://housing.com/rent/16354278-1285-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,Not Found,20000,1285 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/0dad0afc2e9ce554d3df34c594abd646/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-living_room.jpg
3 BHK Flat for rent in Sector 74,https://housing.com/rent/16790323-1295-sqft-3-bhk-apartment-on-rent-in-sector-74-noida,Ajnara Grand Heritage,45000,1295 sq.ft,Fully furnished,Noida,Sector 74,https://housing-images.n7net.in/01c16c28/89b498003ae40fbb394383afce2afcd4/v0/large/3_bhk_apartment-for-rent-sector_74_noida-Noida-hall.jpg
3 BHK Flat for rent in Sector 137,https://housing.com/rent/16791634-1595-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Supertech Ecociti,35000,1595 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/4503ed28054d60b3a5b2813abd25189b/v0/large/3_bhk_apartment-for-rent-sector_137-Noida-hall.jpg
2.5 BHK Flat for rent in Sector 137,https://housing.com/rent/16795165-1115-sqft-2.5-bhk-apartment-on-rent-in-sector-137-noida,Ajnara Daffodil,30000,1115 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/b84c4d77ec55369a46bd9f916bf2ec03/v0/large/2.5_bhk_apartment-for-rent-sector_137-Noida-bedroom.jpg
3 BHK Flat for rent in Sector 137,https://housing.com/rent/16795194-1435-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Ajnara Daffodil,30000,1435 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/4f3699b26d75659bc49027f20d36f94d/v0/large/3_bhk_apartment-for-rent-sector_137-Noida-hall.jpg
3 BHK Flat for rent in Sector 150,https://housing.com/rent/16716032-2190-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,ACE Group Parkway,48000,2190 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/78f3fa7c38c720a58043bd6f4fcf8392/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-hall.jpg
3 BHK Flat for rent in Sector 74,https://housing.com/rent/16779591-1545-sqft-3-bhk-apartment-on-rent-in-sector-74-noida,Ajnara Grand Heritage,50000,1545 sq.ft,Fully furnished,Noida,Sector 74,https://housing-images.n7net.in/01c16c28/c21a292ed2858bc0ed7fceace021ba42/v0/large/3_bhk_apartment-for-rent-sector_74_noida-Noida-bedroom.jpg
3.5 BHK Flat for rent in Sector 137,https://housing.com/rent/16329071-1695-sqft-3.5-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,50000,1695 sq.ft,Fully furnished,Noida,Sector 137,https://img.youtube.com/vi/EeUOaawBMSo/hqdefault.jpg
2 BHK Flat for rent in Sector 137,https://housing.com/rent/16775022-925-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,27000,925 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/1e7f7d067a7729c4746bb30f7b31db19/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-hall.jpg
2 BHK Flat for rent in Sector 134,https://housing.com/rent/16293889-990-sqft-2-bhk-apartment-on-rent-in-sector-134-noida,Jaypee Kosmos,23500,990 sq.ft,Semi furnished,Noida,Sector 134,https://housing-images.n7net.in/01c16c28/6e791adb76f1ff0e1f4901f5097ff6a7/v0/large/2_bhk_apartment-for-rent-sector_134-Noida-hall.jpg
3.5 BHK Flat for rent in Sector 134,https://housing.com/rent/16294011-1365-sqft-3.5-bhk-apartment-on-rent-in-sector-134-noida,Jaypee Kosmos,29500,1365 sq.ft,Semi furnished,Noida,Sector 134,https://housing-images.n7net.in/01c16c28/09d1c6a2838616f30e6d01f688b4b3fd/v0/large/3.5_bhk_apartment-for-rent-sector_134-Noida-hall.jpg
2 BHK Flat for rent in Sector 137,https://housing.com/rent/16328617-890-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Supertech Ecociti,35000,890 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/f1322337cd7d4a9bb1366b3a607cf160/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-bedroom_two.jpg
2 BHK Flat for rent in Sector 137,https://housing.com/rent/16316008-1045-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Paramount Floraville,25000,1045 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/0b4d2fc86f0a48ccb50c77b3b2cb335c/v0/large/2_bhk_apartment-for-rent-sector_137-Kulesara-living_room.jpg
2 BHK Flat for rent in Sector 168,https://housing.com/rent/16233251-1220-sqft-2-bhk-apartment-on-rent-in-sector-168-noida,The 3C Lotus Zing,40000,1220 sq.ft,Fully furnished,Noida,Sector 168,https://housing-images.n7net.in/01c16c28/060926218bf930b4529fe6f357cf2f7f/v0/large/2_bhk_apartment-for-rent-sector_168-Noida-hall.jpg
3 BHK Flat for rent in Sector 168,https://housing.com/rent/16233198-1554-sqft-3-bhk-apartment-on-rent-in-sector-168-noida,Nimbus The Golden Palms,45000,1554 sq.ft,Fully furnished,Noida,Sector 168,https://housing-images.n7net.in/01c16c28/5d36ba0ea583beb03663194cfff75742/v0/large/3_bhk_apartment-for-rent-sector_168-Noida-hall.jpg
3 BHK Flat for rent in Sector 150,https://housing.com/rent/16207403-1750-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,ATS Pristine,38000,1750 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/635599c6894c8227aa984639d06158ee/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-balcony.jpg
3 BHK Flat for rent in Sector 15A,https://housing.com/rent/14283225-2150-sqft-3-bhk-apartment-on-rent-in-sector-15a-noida,Not Found,65000,2150 sq.ft,Semi furnished,Noida,Sector 15A,https://housing-images.n7net.in/01c16c28/1724236632326_46a2a25a8fddae74525efe0824437414/v0/large/3_bhk_apartment-for-rent-sector_15a_1-Noida-living_room.jpg
2.5 BHK Flat for rent in Sector 150,https://housing.com/rent/16114289-1395-sqft-2.5-bhk-apartment-on-rent-in-sector-150-noida,Samridhi Luxuriya Avenue,28000,1395 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/42efd64216abb37729fd2a7d2c2f8ecb/v0/large/2.5_bhk_apartment-for-rent-sector_150-Noida-living_room.jpg
4 BHK Flat for rent in Sector 45,https://housing.com/rent/11620505-2465-sqft-4-bhk-apartment-on-rent-in-sector-45-noida-2,Amrapali Sapphire,60000,2465 sq.ft,Semi furnished,Noida,Sector 45,https://housing-images.n7net.in/01c16c28/fa587cd25c31bab387b5950c262e0356/v0/large/4_bhk_apartment-for-rent-sector_45_noida-Noida-bedroom.jpg
4 BHK Flat for rent in Sector 108,https://housing.com/rent/16261176-4874-sqft-4-bhk-apartment-on-rent-in-sector-108-noida,Laureate Parx Laureate,105000,4874 sq.ft,Semi furnished,Noida,Sector 108,https://housing-images.n7net.in/01c16c28/15112f2a3a1137415b5d6777d9b9daa7/v0/large/4_bhk_apartment-for-rent-sector_108_noida-Noida-hall.jpg
3.5 BHK Flat for rent in Sector 137,https://housing.com/rent/16349638-1900-sqft-3.5-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,33500,1900 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/ab7f861ed4c2809b8d9e08e09e4a1884/v0/large/3.5_bhk_apartment-for-rent-sector_137-Noida-hall.jpg
2.5 BHK Flat for rent in Sector 78,https://housing.com/rent/16721761-1010-sqft-2.5-bhk-apartment-on-rent-in-sector-78-noida,Nimbus Hyde Park,27000,1010 sq.ft,Semi furnished,Noida,Sector 78,https://housing-images.n7net.in/01c16c28/6a530d2f6d36f16ef7e15af4111cc2b8/v0/large/2.5_bhk_apartment-for-rent-sector_78_noida-Noida-hall.jpg
5 BHK Villa for rent in Sector 128,https://housing.com/rent/16712679-5700-sqft-5-bhk-villa-on-rent-in-sector-128-noida,Jaypee Kallisto Townhomes,190000,5700 sq.ft,Semi furnished,Noida,Sector 128,https://housing-images.n7net.in/01c16c28/1a9c732346416f2ad72627aa99de442a/v0/large/5_bhk_villa-for-rent-sector_128-Noida-hall.jpg
3 BHK Flat for rent in Sector 74,https://housing.com/rent/16714238-2560-sqft-3-bhk-apartment-on-rent-in-sector-74-noida,Supertech ORB,60000,2560 sq.ft,Semi furnished,Noida,Sector 74,https://housing-images.n7net.in/01c16c28/58f3129e7086cfbb84826cba7b1ff4bf/v0/large/3_bhk_apartment-for-rent-sector_74_noida-Noida-hall.jpg
4.5 BHK Villa for rent in Sector 128,https://housing.com/rent/16699688-4250-sqft-4.5-bhk-villa-on-rent-in-sector-128-noida,Jaypee Kallisto Townhomes,130000,4250 sq.ft,Semi furnished,Noida,Sector 128,https://housing-images.n7net.in/01c16c28/3caf4193c132c3cb2524e523b46378b0/v0/large/4.5_bhk_villa-for-rent-sector_128-Noida-hall.jpg
3 BHK Flat for rent in Sector 75,https://housing.com/rent/16702736-1495-sqft-3-bhk-apartment-on-rent-in-sector-75-noida,Panchsheel Pratistha Phase 1,50000,1495 sq.ft,Fully furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/f62ae43d7cb06e43123222645fa39e3b/v0/large/3_bhk_apartment-for-rent-sector_75_noida-Noida-hall.jpg
2 BHK Flat for rent in Sector 137,https://housing.com/rent/16707386-955-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,22000,955 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/806ff8a00e6a85a1fa73d411cadf171c/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-hall.jpg
3 BHK Flat for rent in Sector 137,https://housing.com/rent/16707838-1595-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Supertech Ecociti,35000,1595 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/9022779e6c1141d44cc0bcdd1f74936d/v0/large/3_bhk_apartment-for-rent-sector_137-Noida-hall.jpg
5 BHK Penthouse for rent in Sector 128,https://housing.com/rent/16698658-6300-sqft-5-bhk-penthouse-on-rent-in-sector-128-noida,Jaypee The Imperial Court,300000,6300 sq.ft,Fully furnished,Noida,Sector 128,https://housing-images.n7net.in/01c16c28/181ab12278f2f038f7279b877122c44b/v0/large/5_bhk_penthouse-for-rent-sector_128-Asagarpur+Jagir-hall.jpg
2 BHK Flat for rent in Sector 150,https://housing.com/rent/16559356-1100-sqft-2-bhk-apartment-on-rent-in-sector-150-noida,Tata Eureka Park,26000,1100 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/925fe0d5f2b1a0e3a496d3c0e1d3367d/v0/large/2_bhk_apartment-for-rent-sector_150-Noida-living_room.jpg
3 BHK Flat for rent in Sector 128,https://housing.com/rent/16666444-1995-sqft-3-bhk-apartment-on-rent-in-sector-128-noida,Jaypee The Imperial Court,70000,1995 sq.ft,Semi furnished,Noida,Sector 128,https://housing-images.n7net.in/01c16c28/43598464ed890b623701b69e5f301b72/v0/large/3_bhk_apartment-for-rent-sector_128-Asagarpur+Jagir-hall.jpg
3 BHK Flat for rent in Sector 70,https://housing.com/rent/16085557-1664-sqft-3-bhk-apartment-on-rent-in-sector-70-noida,Amrapali Pan Oasis,47500,1664 sq.ft,Fully furnished,Noida,Sector 70,https://housing-images.n7net.in/01c16c28/000747b551db53139610102abe99151c/v0/large/3_bhk_apartment-for-rent-sector_70-Noida-living_room.jpg
3 BHK Flat for rent in Sector 100,https://housing.com/rent/7122665-1650-sqft-3-bhk-apartment-on-rent-in-sector-100-noida,The 3C Lotus Boulevard,42000,1650 sq.ft,Semi furnished,Noida,Sector 100,https://housing-images.n7net.in/01c16c28/12e1ef5dcfa865dfdd7fd65460fcec5e/v0/large/3_bhk_apartment-for-rent-sector_100-Noida-bedroom.jpg
3 BHK Flat for rent in Sector 100,https://housing.com/rent/10100523-2435-sqft-3-bhk-apartment-on-rent-in-sector-100-noida,The 3C Lotus Boulevard Espacia,60000,2435 sq.ft,Semi furnished,Noida,Sector 100,https://housing-images.n7net.in/01c16c28/16ae1ae397abb6b43bf36d7a7b16a942/v0/large/3_bhk_apartment-for-rent-sector_100-Noida-bedroom_one.jpg
